,review,starts
1160,"??????? ??? ??????? ??????, ???? ?????????????? ?? ?????, ? ???? ?????? - ??? ?????? ??? ? ?????? ? ???? ?????, ??????? ????? 6s ? 7???, ?? ?? ????????. ??????? ????? ???????, ??? ???? ?? ????????? ????????? ??? ??????, ?????? ???? ???????????, ?? ????? ????????, ? ??? ????? ??????, ?????? ?? ????????? ???????, ???? ? ????????? ???? ??? ?????, ?????? ???? ? ???? ?????, ?????? ???? ????, ?????? ????? ???????? ??????? ? ?????? ?????????, ???? ?????????? ??? ?? ???????? ????????, ???????? ????????? procam ? ????????? ?????? ????????? ?? ??? ?????? ?? 100%, ???? ? ??????? ?????????? ??????? ?? ?????. ???? ????????????? ???? ??????? ? ?????? ???? ?? ?????? ???? ??? ???????, ?? ????? 2 ???? ????. ?? ???? ?? ??????? ? ???????????? ) ???????????: ??????, ?????? ??????????: ???? ?? ????? ?????? ?????? ?? ??????????, ??? ? 6s, ?????? ????????? ?? ??? ????????? ? ?????????, ?? ???? ??? ??????.",5
1161,"????? ???????? ????? ????????? ? ????????? ???????? ?????????? ??????? ?? ???????? ???????????? ??????????? ? ?????? ???????? ?????, ? ????? ????????? ???? ???????. ? ????? ?????? ???????? ??? ????? ???-???? ??? ?? apple iphone 7. ? ? ??? ?? ???? ?? ???? ?? ????????!!! ????????? ????????? ????? ?????, ? ??? ?????? ? ?????? ????????? ? ???????????? ?????? ???????:) ???????? ????????? ???? - ??? ????? ????????, ????? ????? ?????? ?????????? ?????, ???????? ?? ?????? ??????, ????????? ????????, ????? ???????, ?????? ?????? ?????? - ???? ? ????? - ?????? ?????!!! ???????????: ??????, ???????? ??????????, ??????????????, ??????, ???????? ?????, ???????? ? ????????????? ??????????: ?? ???",5
1162,"??????? ???????? ??????? ?? ???????? ???????? ? ???????? ????????????! ??????? ????????, ??????? ? iphone 5c (???? ? ?? ???????? ??????? ??????? ?????? ????????). ???????????: ??????, ??????? touch id, ?????????? ??????????: ???? ?? ?????????",5
1163,"?????? 4? ? ?????? ????? ????? ?-??, ???? ? ??????????, ???? ???????????. ??????? ??? ????, ??? ????? - ??? ?????!!! ? ??????, ??? ??????? ? ???? ???? ??? ? ????? ??? ????? ?? ???????? ??? ??? ?? ?? ????? ?????? ) ???????????: ?? ??? ??? apple ???? ??? ??? ??????? ??????????: ????",5
1164,"???? ?????? ???????. (?????? ?????). ??????? ? ??????? ?? ???????, ??? ?????, -????????, ???????? ?????? ""?????"", ??????? ??????? ?? 2 ???. ???? ???? ?????? ?? ??????, ???????? ???????. ???????????: ????????, ??????????, ??????. ??????????: ?? ???.",5
1165,"?????? ???? ???????, ???????? ????????, ??? ??? ???????? :) . ???????????: 4.7"", ??????, ????????, ?????? ??????????: ??????? ???? ??????? ??????? ? ???????????? ??????? :d",5
1166,"????? ?????? ???????? ? ??????????? ?? ??? ??????. ???????????? ? ???????????? ??? ???? ??????? ?????. ???? ????? ???????, ??????? 3gs, ????? ?? ????? ?? ???????, ????? ?????????, ?? ????? ????? ?????? ????? ? ?????? ??????????? ? iphone. ???????????: ???????????? ???????, ????????????, ?????? ?? ?????, ??????. ??????????: ???? ???????????, ?? ? ?????????? ????? ??????? ?????????? ??????? ??? ?????????. ?? ?????? ?? ???? ????? ?????",5
1167,"? ??????????? ????? ???? ???????, ??????? ???? ?? ???????? ? 3? ?????, ? ??????? home. ?????? ?? ?? ???? ??? 3? ????))???????? ?????? ????? ?????, ??????????? ?????? ????? ????? ???????????.????????? ??????????? ??????????.? ????????? ? iphone 6s, ??????? ?????????? ? ???????.????? ???????? ?? ????, ? ???? ?????????? ???, ???? ??? ?????, ?????? ?? ??????, ??????? ?? ?????? ?????? ???? ?? ??? ???.??????? ?????? ???? ???? ?????, ???? ??? wifi ?? 2-5 ???? ????? ?????????, ???? ?????? ?????? ?? ???-?? ????? ?????, ???? 3-4 ?????? ?????????? ?????. ? wot blitz ?? ????? ? ???????????? ? ???????????, ????? ?????? ??????? ??? 58fps.???? ? ?????????, ???? ??????? ?? ????????? ????????? ?? ?????? ???????????? ??????? ? ???????? ????, ? ????? ??????? ??????. ??? ???????? ??? ??????? ??? ??????, ? ??? ???? ??? ?????? ???, ?? ??????? ???, ?? ??????? ????????, ???? ???????? ? ??????? ?? ?????? ???-???.?? ?????!)?? ??????? ?? ?????? ? ??? ?????)?????? home ????? ????????, ???????-?? ?????? ??????? ???????? ???????????? )??????? ??? ?????? ????????? ????? ???????, ??? ?????, ????? ?????? ????? ? ????????? ??????, ???? ??????? ???????? ?? ?????)))??? ??? ??? ????? ???-?? ???????? ? ?????, ??????? ???????? ????? ????????.? ??? ??? ??? ????????? ? ???????????? ? ????????, ? ??????? ? ??????? iphone 7 ? ???????.??? ?? ?????? ?????????? ????????????, ? ???????-?? ?? ??????))) ???????????: ?????, ???????? ??????, ??????, ???????, lte, ?? ?????? ????. ??????????: ???? ??? ????? ????????????? ?????????? ? ????? ??? ???????, ?? ????? ? ?????? ??????? ??? ???????.",5
1168,"???????? ???? ????? ??? ?????? ????? ? ???? ??? ??????????? ?? ??????? ????? ?????? ????????????? (?? ?????? itunes). ?? ????? ????, ??? ???? ????????? ???????? ????? ????? galaxy s8, ???? ??? ?????? ??????, ????? ? ?.?. ? ?.?., ?? ???????? ??? ? ????? ????? ??? ? ??? ???? ( ? ???? ????? ??????) ???? ???????????? ?????????? - ??????. ?? ???????? ?? ?????? ???????????? ????? ????? ???? ?? ?????? ?? ?? ??? ?? ????? ? ???? ??? ???? ?????????? ??????? ???????? 5.3 ?????. ? ??? iphone ???????? ???? ?????????, ??? ??? ?????, ???? ?? ?????? ?????????? ?? ?????????? ?????. ?????? ?????????? ???????????, ??? ???????? ??? ???? (?? ??? ????? ???), ????? ??????? ???? ????? ?????????? ????? ?? ?????????, ??????????? ?????? ?? ???????? ????? ?? ?? ?????? ????????? ???????, ?????? ??????? (?? ??????, ? ???????), 2 ?? ??????????? ?????? ? ???????? ??? 4 ?? ???????, ??? ??? ??????? - ??????????? ??. ?? ??????????? ?????????? 3.5 ???????, ???? ?????????? ? ????????? ?????? ????, ??? ???? ????????? ????? ????????? ??? ????????. ??????? ?????????, ??? ????? ??? ? ??????? ????????????. ?? ? itunes ??? ??????? ??????? ?? ????????, ????? ??????? ????? ?? ?????????? ? ?????????? ??????????. ? ????? ??? ???????? ? ?????????? ???????? ?? ??? ????. ????? ??? ??? ??? ???????? ? ????????? ????? ????????????? ? 7+ ? galaxy s8, ?? ???? ????? ? ?????? ??????? ??????? ???????? ?? ???????????? ??????????. ???????????: ???????????, ??????, ??????, ??????? ??? ?????????? ??????????: ?????????? 3.5 ???????, itunes.",5
1169,??? ??? ??? ??????? ???????? ???,5
1170,"???????? ?????? ????????????! ?????? ????????? ??????? ???????? ?????? ????????, ????????? ?????? ????? ??????, ? 5s ???? ??-????????. ????????? ????????? ?????, ?? ?????? ???? ?? ????????, ?? ???? ??????? ?? ????????????. ??? ?? ??? ??????? ???????? ???? ?? ????? ???. (? ???????? ????? ??????? s8. ???? ? ?????? ????????????? ??????, ? ????? ????? ? ?????????, ? ??? ????? ?? ??????????? ???????, ????? ???? ???????. ??????? ????????? ? ???? ? ???????. ???????????: ??????, ??????? ????????? ???????, ??? ?? ???????????? ?????? ?????, ???????? ??????, ??????, ?????????????????. ??????????: ?? ?? ?????, ?????? ??? ???.",5
1171,"??????? ????????? ?? ? ???????, 10 ???? ??????????? ???? ?????????? ?????? made in china )?? ????? ???? ??????? ????? ????????????:?????? ?????? ?????????, ???????? ????? ? ??????. ??????????? ?????????? ??????????? ???????????? ???????. ??????? ?????? ??????, ? ???? ?? ?????, ??????, ????????, ?????, ??????. ?????????? ????? ????????? ?????????? ??? ?????? ???????? ? ????, ???? ??? ?? ?????????? ??????? ? ?????? ???????????????? ?? ???? ????? (????? ? ????????), ????????????? 1-2 % ??????.?????? ????? ???????????? ? ????????? ???????????? ?????????? ?????????? ?????, ???? ??????? ????????(??????) ??????? ?? 5 ????????????? ?? 3 ????????????? ??????? ????????, ???????? ???? (?????????? ? ????? ?? ????? ?? ????????? ??????, ? ??????? ?? ????????)???????? ??? ?? ?????????, ??????? ??? ???? ??? ????? ?????? ??????????? ???????? ????? 6 ???? ????? ???????????1 ????????? ????? ? ??????????????? ?????? ???????? ?????, ?? ???????????, ""???????????"" ?????? ???? ????????2 ??????? ????? ????????? ???????? ??????????? wi-fi, ?????? ? ???3 ? ????????????? ????? ??????? ?????? ???????? ? ???????, ?????? ? ??????? ??? ???????4 ??????? ????? ? ??????? ????????? ????????, ???????? ?????? ? ??????? ??????, ?? ???????? ????? ????? ???????, ????? ???? ?????????????5 ?????? ????? ? ??????????? ?????? ??????, ????? ?????? ???????- ????? ?????? ? ?????????. ???????? ?????? ? ??????????? ????????????? ????????.6 ????????? ???????? ????? ???????? ? ?????? ?????: ???????? ????????????? ???????, ??????? ???? ? ??????????? ??????, ?????????? ?? gps ???????????????, ??????? ?? ??????? ????????? 6 ???? ??????? ????? ??? ??????????? ? ????????? ??? (?? ???????????)7 ????? ????? ?? ??????? ??????????????? ?????????? ????? ?? ??????, ??????? ? ??????? (????, ??????? ????, ????, ????) ????? ??????????? ????????? ??????? ???? ?????????? ?????, ????????, ?????????? ??????, ???????????? ????? ????????8 ??????? ??????????? (?? ???????????)- ??? ?????????? ?????? ?????? ? ?????? ???????? ?????? ???????? ????????, ???-?? ????? ???????, ? ???????????????? (?? ???????????)9 ???????????- ?????????? ???????, ??????? ? ????? ???????? ????????????????? ?????? ???????? ????? 6, ???????? ???-?? ???????????? ????? ??? ???, ??? ??? ??? ??????????? )?? ????? ??? ?????????? ? ??????? ????? ???? ? xiaomi redmi 4a",5
1172,"???????? 6 ????, ?????? ?????, ?????????? ??????, ?????? ??????????, ??? ?? ?????? ??????, ??????? ??? ???????. ? ?????? 28 ????? ??????, ??????? ?? ????? ???????, ?? ?? ??????? ???? ???? ? ???????, ?? ?? ????? ??????????. ?? ????? ???? ????? ?? ?????. ??????????. ???????????: ???????, ?????. ??????????: ?? ???????, ?? ??? ???????? ?????? ????!",5
1173,"????? ? ?????? ????????. ?? ????????? ????? ??????????? ??5, u20. ????? ?????? ?????? ??????, ??? ??? ??????? ??5 ???????? ? ?????, ?20 ??????. ?? ?????? ??? ????, ?? ?????? ???? ? ?? ?????? ??? ?????? ????????? ??????? ????????, ????? ????????, ????, ???????, ??? ????? ????? ? ???????????, ????? ????????, ????? ??????? ??????? ????? 4? ?? ?????????? ? ???. ?????? ???????? ?? ???????? ????? 6, ??????? ???? ????????, ????? ??? ?????, ???????, ????????, ??? ??????? ??????. ?????? ??? ????? ??????? ??? ????????? ????? ??. ???????? ?????? ???????? ???? ?????? ??? ??????? ???????? ???-?? ?????, ? ???????? ???? ????? ????, ???? ??????? ?? ????????? ?? 100 ?.?. ??????????? ????????, ??? 5.0 ????????? ?????? 3000 ??? ????? ??, ?????? ????????? ?????, ???? ????? ????? ????? ??? ???????? ????? 2 ??? ???????, ?????? ????? ????????????????. ?????? ?? ??? ???, ??? ?? ?????, ??? ????,??????? ? ?????????, ????????, ??????? ????? ??. ???? ?????? ???????????? ????????? ????????, ? ??????? ???????, ???????? ? ???????????? ??????? ?????? ?? ?????????. ???????????: ????,???????,???????? ??????,?????? ???????? ?? ??????? ????? 6. ??????????: ???????? ??????",5
1174,"?? ??? ?????? ?????? ???????. ?? ????? ? ??? ??? 2 sim ??? sim ? microsd. ????????? ??????????? ?? 3000 mah, ???????? ?? ????? ?????? ?????, ???? ?? ????????? ?????????? ???????????. ?????????? ?????? ???????? ??????. ?? ?????????????????? ??????? ??????, ??? ????????? ?????, ? ??? ???? (?? ?? ?????? ?????????? ???????) ?? ??????. ?????????? ??????????, ?? ??? ??? ?? ???? ? ????, google ???????? (????? ???? ? ???? ???????? ??????? ?????????), ??? ??????? ??????????? ? appmarket. ?????????? ??????? ??????? ???????, ?????? ??????????, ??? ??? ????? ????? ????? ?????. ??????? ??? ????????? (???? ???????). ???????????: ?? ?????? ???????, ?????? ????????? (??? ????? ????), ???????? ??????? ???. ??????????: ?????????? ?? ?????.",5
1175,"????????? ???????. ???? ??????? ios. ???? ?????????? ???,??? ?? ?????????? ????????? ???????? ????? ?? ???????. ?????? ????????? ????. ???????????: ?????,?????????,????????? ???????????? ??????????: ???? ?? ????????",5
1176,"4 ???? ???? ? ?????????, ??????? ?? ?? ????? ???? ????????.. ?? ??????? ?????? ???? ??? ???.. ??????? ???????? ????????????????? ?????.. ?? ?? ????? ??????????? ???? ???????????, ?? ?????????? ???? ????????..?? ??? ????? ???? ?????? ?????? ?, ???????, ?? ???????????)) ???????????: ???? ???????? ??????????: ???",5
1177,"??????? ?????? ??? ????????. ? ????? ???????? 6 ????, ? ???????? ? ???? ????? ????... ?? ????? ???????????, ? ??? ??????? ????????? ?? ??????. ??????? ??????? ???????, ??? ???? ??????????, ????? ?????????? ???? ? ????????? ? ?????????, ???????? ??, ?????? ???, ? ????? - ???? ?? ?????. ???????? ? ?????, ???????? ?????? ? ?????????? ??????. ?????? ?? ?????, ??? ?? ???. ?? ????? ??? ???????????? ????? ?2, ????? ????? ??????, ???????? ?????? ? ??? ?? ??? ???????... ?? ?? ?????? ? ??????, ??? ? ??????. ??????? ???? ????????? ?? ???????...)))))) ???????, ?? ??????? ????? ???????) ???????????: ???????, ??????? 6, ??????",5
1178,??????? ???????? ???????????: ???? ??? ????????? ???? ??????? ????????. ??????? ?????? ???? ?????. ?????? ??????? ? ??????????? ?????????? ?????.. ??????????: ?????,5
1179,"?????? ????, ?? ??? ?????? ???? ? ??????????? ????? ?? ????? ?????? 4, ??? ????????? ?????????? ?????????. ?.?. ??? ???????? ?????? ????? ? ??????? ?? ?????? ?????????, ???? ? ?? ????? ?????? ??????? ??????? (5-??, 4-??), ??? ?????? ?? ?????? ???????? ??? ??'?. ?????",5
1180,?????? ?????????? ??????? ?????,5
1181,"? ??????????? ""???????"" android'a ? ????????? google nexus ??????????????, ??? ? ??????? ????????? :) ????? ??????????? ?????? pixel, ????? ??????????? ???-?? ?????????.?????? ?? ????? ? ????? ???? ??????, ????????? ? ????????? nexus, 5? ???????.??????????? ? p10 ??????????????, ???? ??-?????? ??????????... ????? ??????? ?????, ?? ??? ?? ????? ????????, ?.?. ???????? ????? ???-???? ?????????? ??????, ??? ??? ????. ????:??????? ???????:-??? ?? ??????? - ???????? ????????? ?????? leica, ??? ???? ????? ??????????? ? ?????????? ?????????, ???? ??????? ??????? ???? ??? nexus 5x (? ??? ????? ??? ???????? ? pixel!), ??? ??????? ?????????? ?.?. 5? - ????? ?? 2015-??....?????????? ??? ? ??????? ??????????? ??? ?????????? ????, ? nexus'a ???????? ????? ??????? ??? ???? - ? ??? ??????? ???????! ???? ???? ?? ??????????? ?????? ???? - ?? ????? ????? ???? ??????. ????? ???????, ??????????? ??????? ????????????.-? ??????? ???????? ? ?????? ? ???????? emui, ?.?. ??? ????, ??????? ????? ???????? ?? ??????? - ??? ??? ?????? ???????, ?? ???-???? ? ??????? ??????? ??? ?????? ? ??????? ????????, ? ?? ? ???????????, ?.?.- ?) ???-???? ??? ???? ????? ?) ? ? ??? ????? ? ???????? ??? ???? ""??????"" (?? ????? ????????? ?????? :) ????????? ???? ?? google ????????)-?????? ?????????? ??????? ???????, ???? ?????????.????? ??????????, ??? ????:-????? ?????????, ??? ????? ???????????? ??????? (????? nexus'??? ????? ???? ??? ?????? ???????????? ? ""?????? ????"")-????? ? ?????????? ? ?????? ?????? ??? ??????????? ????????, ??????? ???????? ?????????-??? ???? ???????????? ???????????? ??? ?????????? - ????? ???-?? ?? ???????? ? ???????????? ? materialdesign ?????????? ??????, ???? ?????? ???? ???????? ? ?????????. ??-?????? - ??? ??????? ???????????? ???????. ?? ? ???????? ????????. ?????? ?? ???????? android'e ? ???? ?? ???? ?? ???????? ??????? ???????? ????!? ? ????? - ??? ???????? ?????? ?????????... ???? ??? ? ???? ?????, ?? ??? ?? ?????? ??? ? ???????????. ???????????:-??????? ???????? ??????? ??? ? ??????????, ????? ?????? ????? ? ????.-???????? ???????????? ?? ??????, ?????????? ?? ? ????-????? ???????! ? ?????????? ??? ?????? ??????? ????????.-??????? ?????????? ??????? ????? mimo, wi-fi ?? ????? ??????? ???, ??? ??? ????????? ??? ??????? ???????????.-???????? ?????, ??? ?????? ??????????, ?? ??? ips - ????? ???? ?????. ?????????? ?????? ????????????.-??????? ??????? - ? ????? ????????? ??? ???????? ??? ??????? ?? ????? 30% ??????, ??? ????? ???? ???????. nexus ? ????? ????? ? ????? ??? ??? ??? ? ?????? ???????? ??????????????. ??????? ???????.-??????? ? ????? ?????? ???????????? ????? smart cover, ? ?????????? ???????? ??? ???????????, ?????????????? ? ???????.????? ????? ?????? ??????????? - ??????? ?????????? ????? ????? ?????, ?? ??????? ??????? ? ???????, ??????????? ?? ???????? ????????????. ???????? ?????????? ???? ??????????? ? ??????? ???????? ? ??? ????? ????????????? ???? ?? ?? ??????????? ??????? ????????, ? ????? ?????? ?? ??????? :)",5
1182,"??????? ???? ??? , ? ??????? ????????? ?????????? ????? , ? ??? ????? ????????? ?????? ?? ??? ??????.??? ???????? ?? ???????? (??????? ? ???????? ?????????? , ?? ?????? ????????? ) , ? ?????? ?????? ??? ????? ?????? ,??? ???? ?? ????? . ???????? ?????? ??? ???????? ??? ? ??????????? , ?????? ??????? (??? ??????????? ?????? ??????????) ?? ???? ??? ?? ????????? , ???? ?????????? ?? ?????? , ????? ????? ????????? ? ???? ???????? ? ????? ??????????. ????? ?? ???????? ??? ????????? ???????????? , ? ????? ??????? ??? ? ????? ? ? ????? ??? ????????? , ?? ??? ???????????? ? ???????????? ????? ??????? ??????? ( ? ??????? wot blitz 59-60 fps) 2 ??? ? ??????? ?????? ????????? ? ???????????? ! ???????????: ? ??? ???? ??? , ??? ?????????? ???????????? ? 2017 ???? ??????????: ?? ?????????",5
1183,"??????? ????????, ??????? ?? ???? ????????????, ????? ?????? ????? ????? ??? ????????? ?????????. ???????? ???? ??????, ????? ?? ?? ?????? ?? ????, ??? ?????, ?? ???? ?????? ????????????. ? ??????? ???????? ???????????? ?????, ???????? ???? ???????????, ??? ???? ??????? ?????? ???????? ? ????? ? ???????????? ???????, ??? ?? ??????, ? ?? ????? ?????? ???????, ???? ?????? ????????? ????????? ???, ? ?? ??????????? ? ????? ??????. ??? ????????????? ?????? ??? ???????, ?? ????? ??????????, ?????? ??????? ?????? ???? ?????? ? ?????.",5
1184,"????? ????? ??? ??????????, ? ??? ?? ? ????. ?? ?????? ??? ????????, 20??, ?????? ?????, ????????????, ?????? ?????????, ????????? ? ??????? ????????, ? ?????? ??????. ????? ??? ????? ?????? ????? ??????? ??? ????????? ? ????????, ?? ???, ????? ? ????? ? ???????????? ??????? ???, ?? ??????????? ??? ??????????. ???? ??? ???? ????????? ??????????, ??? ?????????? ??????, ????????? ??? ?????, ?????? ????????? ??????. ???????????: ??????, ?????? ??????, ?????????? ? ?????????? ?????? ??????????: ???? ??????",5
1185,"????? ??? ??????, ??????? ?????, ??? ????? ?????????? ??????? ???? ?????? ??????? ?? ????? sgs8 ??? iphone. ???? ??????? ????? ?10 ????????? ?????? ""??? ??? ????"". ???? ???-?? ????????? ?????? ??? ????????? kirin ??????? ??? ???????? - ??????? - ?? ??????? ??????????? ??????. ???? ? ???????? 25 ????????? ???? ? ??????? ?? ??????. ??? ??????, ??????? ???????????????. ?????? ???? ??????. ???????????? ??? ???? ??????? ???????? ??? ??? ?????????? ???????(? ????) ?? ?? ????? ???? ??? ???? ???? ??? ????????????????, ???? ?? ??? ?????? ????? ? ???????? ?? ???????? ?????? ? ???? ??? ?????????? 9% ??????, ? ???????? ????????????????? ????????? ??????? ?? ????? ?????? ?????? ???????. ??? ???? ???????, ????? ??? ???? ????????? - ??????, ?????????? ????? ???????? ?? ????? ????? ?? ????? ?????? =)? ????? ??????? ????! ???????????: ??????, ??????????????, ??????????????, ??????? ??????????: ????? ??? ?????????",5
1186,??????? ?????????????,5
1187,"???????? ????????? ????? ???????? . ??? ???????? ??? ???? ??????????? , ????? ??????????? ,??? ??????? ?????? ?? ???????? ?????? .?????? ?????? ?????????? ?????? , ??? ? ?????? ????? , ?????? .??? ???????? ?? ??????? , ???? ?????????? ?? ???? ?????? ???? , ?????? ,??? ????????? ??? ?? ????????? 3200 ?????. ?????? ?????? 5-?? ????????? ????? ??????? . ???????????: ????????????? ??????? ! ??????????: ---",5
1188,"??? ???? ??????! ? ??????? ??????? ?????? ??????, ? ???????????? ?? ??? ??? ?? ????!?? ????? ????????? ??????, ? ????????? ????? ""??????? ?????????"", ??????? ??????? ???? ???) ???? ????????! ???????????: ??? ?? - ???????! ??????????: ????",5
1189,"??????? ??????? ?? ???????, ??????? ,????? ????????.??????? ????, ???????? ????? ?????? , ??????? ?????? ????????? . ? ???? ???? , ?? ? ??????? ??? ???? ?????????.?????? ? ????? ????????? . ???????????: ????????? ? ???????",5
1190,"???????? ???????? , ? ?????? ??????? ???????? ????? ?? ????? , ??? ?? ?????? ?????? .??????? ????? ???? ? 3g , ?????? ? ??????? ??? ? ??????? ?????????? .????? ??????????????? ?????? .???? ?? ????? ??????? ??? , ?????? ?????? ?? ????? ???????????: ???? ?? ????? ??????? ??? , ?????? ?????? ?? ????? ??????????: ?? ?????????",5
1191,??????? ???. ???? ???? ???? ?????? ? ??? ?10?????) ???????????: 1,5
1192,"?????????? ? ???????! ???????????: ????? ???????? ??????????? ?????? ??? ?????? - ???????. ???????? ? ????? ? ??????????? ???? ? ????? ????????? ???? ???????? ???? ?? ????? (impad 9415). ?????!?????? ??????????? ????? ???? ????: ????? ?????? ?????? (???? ????? ?? ?????), ?????? ?? ???????? ?? ?????????. ????? ??? ????? ???????? - ????????, ?????? ? ?????? ? ????????? - ?????????? ""?????????"". ?????? ?? ????????? ? ?????? s3 duos ??????? ??????????? ?? ???????? ????, ?? ???? ???????? ??????? ? ????? ?????? - ????????? ????? ?????????? ?????????????, ????? ?? ????????????? (???????? ????????? ? ???????????? ? ???????????). ?????? ?????? ?????????? ??? ??? ????????? ??? ? ? ???. ?????????? ????????????, ?????????? ???? ? ??????? ?? ????????? ????????. hdr ??????. ?????????? ??? ?????? ???? ?? ???????? - ??????????, ?? ""??????????"" ????????. ??????, ??? ??????? ?????? ? ??? ????? ??? ???, ???? ????? ??????? ????? ? ??????. ??????????: ?????? ""?????"" ??? ?????? ????? - ???????? ???????, ??? ?? ??????? ?? ??????, ??? ? ?? ????????????. ????? ?????-?????? ???? ?? ???????. ??????? ? ???????????? ? ????? ?????? ???????????? ???-?? ? ??????? ?? ???????.",5
1193,???????? ????????? ????????,5
1194,"????? ??????? ???????????? ???????. ? ????????? ? ????????? ????????????? ???? ???????? ??????(??????????) ? ?????. ????? ????? ????? ? ??-????? ??????????? ????????? ???????. ??????? ???? ? ???????, ?? ? ???? ???????? ?????? ? ?????? ??????????. ???????? ?? ?????? ??? ?????? ?????? ? ????????. ??????? ??????????? ???????? ??? ? ??? ???. ?????? ?????????? ????? ?????????????? ? ???????? ???????. ???? ???????))) ???????????: ?????, ???????, ?????? ??????????: ?? ?????",5
1195,???? ? ? ????? ?????????,5
1196,"????? ???????????: ???????? ???????, ????????, ?????????? ??? ? ?????? ????? ? ?????? ????????. ??????? ???????, ????? ?????, ?? ????? ??? ?????) ??????????: ??? ???? ?? ????",5
1197,"???? ??????? ???????!!!?? ?????? ?? ????? ???? ????!!!?????? ?? ""???"", ??????? ?????? ?????,???? ????????!?? ? ??????? ????????? ??????? ????????? ? ??????? ???????????????)!!!",5
1198,"?? ???? ???????? ?????? ?????????,???? ?????? ??????? ?? ?????.?? ?? ????????",5
1199,"??????? ???????? , ? ????????? ??? ??????. ????????? ??????. ??????? ?????????????? ? ????????? ?? ???????! ???????????: ??????? ??? , ????? , ?????? , ???? ??????????: ? ????????? ??? ?????????",5
1200,"?????? ????????, ???? ??? ??????? ????. ???? ??? ????????, ????????? 4???, ? ?????? ????? ??????????. ??????? ???????! ???????????: ? ?????,??? ????? ?????? - ?????? ???????, ???, ????????? ????? ? ????, ??? ??????, ????? ???? 6 ?????? ?? ??? ? ?????, ? ??? ? ????? ???, ?? ??????. ??????????: ?????? ?????? ??????? ?? ??????, ????? ????? ??????? ?? ??????, ???? ???????????.",5
1201,"? ??? ?? ????? ??? ???? ???? ??? ??????? ?? ????????? ?????? ? ?????????????? ??????? ??? ??... ???? ???, ? ???? ????? ???????",5
1202,"??? ?????? ???????? samsung galaxy j7 ????? ????? ???????, ??????? ????? ??????? ? ???????????? ?? ??????, ??????? ???????? ??????? ?? ?????? ???????? ? ???????? 5,5 ???????. ? ????????????? ?????????????, ????? ??????? ???? ???? ? ?????????? ??????, ????? ???? ????????? ? ????????, ???????? ????????? ??? ??????? ? skype ? ?????? ???????????, ??? ???? ?????? ????. ? ?????, ??? ???????? ?????? ????????????:100% ???? 05.12 – ????????? ????????? ?????????? ????? wifi, ?????? ???? ????, 2 ?????? ?? 3 ??????, ?????????? ???????.86% ???? 06.12 – ????????? ??????????? ???????, ?????? ????????? ?? ???-????., ?????? ??????? ?????? ?? 35-40%, ?? ?????? ??????????. ??????????? wifi , ???????????? ??????????, ????????? ???? youtube ????? (5 ???), ?????? ???? ?????? 5-10???.72% ???? 07.12 – ???????? ???? ???????? ??????????, ?????, ?????, wifi ??????? ???? 2. ??????? ??? ?????????? ? ????????, ?? ????????? ??????. ???????? ?????????? ? google ? microsoft.59% ???? 08.12 – ?????? ?????? ????? ? ??????, ??? ??? ??? ??????? ??? ????? ???? ??????????? ? ???????????? ?? ???????????, ?????????? ?????, ?????? 3 ?????? 20????? «????????»48% ???? 09.12 – ??????????? steam ????? ????????, ???????? ????? , ?????? 1 ???????? ?????? ??? 2.39% ???? 10.12 – ????????????? ? steam, ????????? ?????, ??????? ??????? ? twitter 26% ???? 11.12 – ??????? ?????? ????????????? ? steam, ??????????? ???????? ?? ? ??????????? ????, ?? ????? ???? ??? ??????????? ??????????? ?? ??????? ??????? ?????? ??????? ???? 20 % ????????? ?? ???? ? ???????? ?? ???????.????????? ? ???? ?????????????, ??? ??????? ????? ????? ??? ???, ???? ?? ??? ??????, ??????? ????? ? ?????? ?? ? ??????? ???????????? ??????? ??????????. ? ??????????? ??????? ???????? ???????, ?? ? ??????? ??. ??? ??????? ?????????? ? ???? 6 ????. ???????, ??? ??????????? ????? ???????? ??? ??????????? ?????? ?????? ??????????. ???????????: ?????? ????????????? ??????????: ???",5
1203,"?????? ????? ?? ????, ??? ??? ??????? ?? ????. ????? ???? ???????? ??? ?? ??? ?????? ?? ???????? ?????? ??????? ? ???????? ????????, ? ??? ?????? ??? ?? ?? ??? ??, ??????? ?????? ???. ? ???? ???? ? ??? ??????????, ??? ????? ?????? s4, ?? ???? ??? ?? ?? ?????, ?????? ?? ???????, ?????? ?? ???????????, ??? ???? ????????, ??????? ??? ?? ?????, ????? ??? ?????? ?? ??????? ??, ??? ????????? ????????, ??????? ?????????????. ?????? ??? ?? ???????? ???? ????????? ????? ??????????????. ???????? ????? ?? ???????? ???????, ??????? ??????????? ?? ???????? ?? ???, ??? ???? ? ??????? ????? ??? ???, ??????? ????? ??????? ??????. ??? ???????, ??? ??? ?? ??? ?? ??????, ?? ????????? ???????? ?????????, ? ????? ?? ?????? ???????????. ??????? ???? ????? ?????? ????????? ? ???????? ????????, ??? ?????????????? ? ????? ???????, ??????? ??????? ??? ????? ? ???? ?????, ?????????? ? ???????. ???????????: ???????, ?????? (?? ????????, ?? ???????), ????, ?????????? (?? ???????), ??????? ??????????: ?????????? ??????? ????????? ? ???????? ????????????, ? c100 ? s4 ??? ??? ????? ????????? :(",5
